Label,Latitude,Longitude
3578,30.3588747,-97.7003579
3579,30.4402755,-97.7753936
3581,30.3325434,-97.6989489
3586,30.2730828,-97.695511
3590,30.3865643,-97.6922481
3592,30.2912339,-97.7405831
3595,30.2682768,-97.7332751
3598,30.4371255,-97.7659867
3599,30.265421,-97.7356713
3603,30.3048103,-97.7201508
3604,30.1663965,-97.7271661
3605,30.2178339,-97.75105
3606,30.2584596,-97.7148565
3607,30.2707326,-97.7768628
3613,30.2855138,-97.7759357
3615,30.2885247,-97.7057376
3619,30.2318304,-97.7293057
3624,30.4047741,-97.6783431
3628,30.287106,-97.7771612
3629,30.2467321,-97.7339091
3630,30.3377589,-97.6922968
3631,30.3931947,-97.7131297
3635,30.3959146,-97.6803257
3636,30.3648965,-97.7594917
3644,30.3314192,-97.7273852
3646,30.4044276,-97.669192
3648,30.2417205,-97.7261787
3649,30.3153546,-97.7041067
3651,30.2904641,-97.7484952
3652,30.3160102,-97.6992005
3654,30.3234542,-97.7047579
3655,30.1401658,-97.7991747
3656,30.3403368,-97.7011619
3659,30.2666172,-97.7101455
3661,30.3073645,-97.7039694
3663,30.2817124,-97.7200219
3664,30.2834139,-97.7023622
3665,30.357112,-97.7146173
3666,30.216302,-97.7229695
3668,30.2497596,-97.7126848
3671,30.2583581,-97.7352721
3672,30.30622,-97.7364655
3673,30.1313942,-97.7994109
3674,30.2789325,-97.7700322
3676,30.3610676,-97.7868978
3678,30.4362404,-97.7693145
3680,30.2312485,-97.7108908
3681,30.2869706,-97.7252575
3684,30.3326134,-97.6945968
3685,30.3473461,-97.7065867
3691,30.3689213,-97.6840276
3692,30.2699094,-97.7257755
3695,30.2857971,-97.7221962
3698,30.2881836,-97.6606457
3701,30.2664248,-97.7470888
3702,30.2008553,-97.7633267
3709,30.1995998,-97.7643543
3710,30.2833344,-97.6773067
3711,30.3305686,-97.6936001
3712,30.3691875,-97.7145368
3713,30.2872374,-97.742069
3714,30.3569573,-97.7145803
3720,30.3076842,-97.7127316
3721,30.4073381,-97.6652467
3723,30.2667209,-97.7471791
3725,30.3226584,-97.752775
3727,30.3613458,-97.6984096
3728,30.2153473,-97.7316027
3729,30.4389515,-97.8373712
3730,30.2824487,-97.735942
3734,30.2755072,-97.6942406
3735,30.4194243,-97.7496958
3736,30.3537141,-97.673133
3737,30.2754255,-97.7715323
3738,30.2732164,-97.7041548
3740,30.2588009,-97.7194475
3743,30.3016358,-97.7072095
3744,30.2353269,-97.7205611
3745,30.1931173,-97.7655937
3746,30.206334,-97.7745835
3750,30.3769027,-97.7273774
3755,30.370345,-97.7415965
3757,30.2707243,-97.7393658
3758,30.2271907,-97.7454599
3759,30.2758914,-97.6940654
3760,30.3299222,-97.6903965
3761,30.1978605,-97.7560925
3762,30.307932,-97.7020013
3768,30.2590679,-97.714745
3770,30.4138647,-97.6767662
3771,30.3708977,-97.7067065
3772,30.3409376,-97.7158681
3773,30.3120983,-97.7076064
3774,30.3684761,-97.6901774
3775,30.3803308,-97.7003589
3778,30.2439441,-97.7605201
3779,30.3160163,-97.7074047
3780,30.1835747,-97.6850507
3784,30.3106481,-97.6654759
3785,30.1584178,-97.7521468
3788,30.2912786,-97.7610903
3789,30.1679462,-97.78708
3791,30.3213851,-97.7065991
3794,30.3014334,-97.6441198
3795,30.452483,-97.8104816
3803,30.264958,-97.7211502
3804,30.2278796,-97.6726365
3805,30.2390374,-97.6933399
3806,30.2618709,-97.6925159
3808,30.3214964,-97.6962134
3812,30.2592136,-97.7259376
3815,30.2793168,-97.7506792
3816,30.3327927,-97.7687662
3817,30.2651771,-97.7426453
3818,30.3649671,-97.7277094
3819,30.2709453,-97.747988
3821,30.2696807,-97.6881831
3822,30.2075646,-97.757496
3827,30.3812402,-97.6804185
3828,30.1951497,-97.7642194
3829,30.2016215,-97.7486494
3831,30.2358098,-97.6934059
3833,30.2915401,-97.6800189
3840,30.2965838,-97.6765364
3841,30.3314455,-97.699594
3844,30.3733234,-97.7085817
3845,30.3216989,-97.7024533
3846,30.2780982,-97.6882408
3847,30.34616,-97.7878367
3848,30.3114343,-97.6773765
3850,30.2841145,-97.7068844
3851,30.270792,-97.7367309
3853,30.3679847,-97.6936989
3854,30.3520237,-97.5855266
3855,30.1851052,-97.7657179
3859,30.3310413,-97.6947857
3860,30.3809917,-97.6876994
3862,30.2654188,-97.7254088
3864,30.3244094,-97.7073474
3865,30.2340181,-97.7414286
3867,30.2899249,-97.7415437
3869,30.2735492,-97.7525889
3870,30.3318001,-97.6740035
3871,30.3640468,-97.7087422
3873,30.2255786,-97.6986358
3874,30.3284813,-97.7009717
3877,30.2585552,-97.8758826
3878,30.3240749,-97.6829382
3879,30.2088747,-97.7281734
3880,30.3300963,-97.6919009
3884,30.3001621,-97.7166475
3885,30.3501349,-97.7030922
3886,30.2941956,-97.7419171
3887,30.3067045,-97.6804768
3888,30.2466924,-97.781044
3889,30.3236852,-97.7434078
3891,30.1966194,-97.8423522
3894,30.2601993,-97.782138
3897,30.2747338,-97.7034417
3898,30.2795838,-97.7297573
3899,30.2627065,-97.6972995
3900,30.2546275,-97.762073
3901,30.4211531,-97.746495
3905,30.3558442,-97.6991752
3907,30.3729865,-97.786139
3909,30.1842812,-97.7936237
3913,30.2667186,-97.7356428
3914,30.3298845,-97.6611108
3915,30.2330859,-97.7326166
3921,30.2614335,-97.7296036
3923,30.2475441,-97.7796149
3924,30.3463784,-97.7378104
3925,30.2559372,-97.6972752
3926,30.3090185,-97.6797253
3928,30.2817757,-97.7021439
3929,30.2418207,-97.8248605
3930,30.2811722,-97.7008832
3931,30.3474765,-97.7132299
3933,30.1745046,-97.8162284
3934,30.3337767,-97.6231221
3937,30.357084,-97.7139172
3938,30.294348,-97.6526434
3941,30.4285554,-97.7313033
3943,30.2577612,-97.8126451
3944,30.3963428,-97.7488708
3948,30.2183078,-97.6826987
3950,30.232195,-97.7044702
3951,30.3258169,-97.6785976
3952,30.2449614,-97.8107048
3956,30.4264595,-97.7091469
3959,30.1681016,-97.77997
3961,30.477495,-97.8100679
3965,30.1763967,-97.8162203
3966,30.2309197,-97.7816286
3967,30.3162003,-97.6867938
3968,30.1991467,-97.7873849
3969,30.208026,-97.6826641
3970,30.2714642,-97.7501225
3971,30.2021623,-97.7416563
3973,30.3215569,-97.7081384
3974,30.3025306,-97.7319371
3975,30.2879827,-97.6815587
3976,30.2374911,-97.8213209
3977,30.3713251,-97.7161789
3978,30.2698611,-97.7550576
3980,30.2134711,-97.749105
3982,30.3982548,-97.7325621
3983,30.2676489,-97.7841527
3986,30.2317369,-97.7597843
3987,30.2088584,-97.7391587
3988,30.3037948,-97.646555
3992,30.2173098,-97.7679432
3993,30.3026065,-97.7124384
3994,30.2689092,-97.7410052
3995,30.2303374,-97.6985282
3996,30.238111,-97.7671278
4005,30.2954155,-97.715464
4006,30.2050754,-97.7591298
4007,30.3907126,-97.7008432
4011,30.3225628,-97.7119978
4012,30.2063881,-97.7129304
4017,30.2245973,-97.6781523
4020,30.3996415,-97.7310906
4024,30.1881533,-97.7632847
4028,30.2392181,-97.8311491
4030,30.2060463,-97.8165497
4032,30.1875589,-97.7723264
4033,30.3578434,-97.7019749
4037,30.28157,-97.6862823
4038,30.3277343,-97.7646236
4040,30.1848212,-97.8197333
4041,30.2847986,-97.6800109
4044,30.2802176,-97.6919158
4045,30.2401146,-97.8701657
4048,30.3745531,-97.7243672
4052,30.2744852,-97.7071496
4055,30.2316645,-97.7296681
4058,30.4051073,-97.6745104
4059,30.428366,-97.7522999
4060,30.1891813,-97.8148742
4062,30.3168827,-97.6632017
4068,30.2786014,-97.7033332
4069,30.3459102,-97.7017486
4070,30.2317604,-97.7297859
4071,30.3940603,-97.7460226
4073,30.288386,-97.6816458
4076,30.2687416,-97.7363931
4077,30.2939951,-97.6528687
4078,30.3275851,-97.6932379
4082,30.34089,-97.7151528
4083,30.3158051,-97.6903013
4085,30.1832441,-97.7570015
4086,30.4303365,-97.7574236
4087,30.2449317,-97.760535
4088,30.3441523,-97.6974459
4090,30.323722,-97.7057461
4091,30.2719615,-97.7332329
4093,30.3163624,-97.7190898
4097,30.2769888,-97.7368779
4098,30.2670827,-97.7447994
4100,30.270875,-97.733503
4101,30.1952733,-97.8577486
4102,30.2421549,-97.7254922
4103,30.4035957,-97.6725784
4104,30.227337,-97.6790968
4105,30.3928071,-97.7381723
4106,30.2423061,-97.7868743
4111,30.2611142,-97.795525
4114,30.2764327,-97.7302099
4115,30.2372794,-97.732168
4120,30.366359,-97.713678
4122,30.3312278,-97.6964991
4123,30.256406,-97.7296124
4132,30.1807697,-97.7785906
4136,30.2691785,-97.6704432
4139,30.2299149,-97.7445761
4144,30.2633519,-97.7265609
4145,30.201966,-97.7627558
4146,30.2375628,-97.7264936
4148,30.2327534,-97.7318211
4150,30.3206546,-97.6887291
4151,30.3627043,-97.7899564
4152,30.3652874,-97.7169644
4153,30.235127,-97.7237087
4154,30.2540699,-97.7034406
4155,30.3695991,-97.7182621
4156,30.2969,-97.6886352
4161,30.3435919,-97.6964085
4162,30.4334796,-97.7665917
4164,30.3722088,-97.716082
4167,30.2093694,-97.8050002
4168,30.3486548,-97.7498883
4170,30.2036808,-97.7546136
4174,30.2976914,-97.7420578
4176,30.3654558,-97.7431488
4185,30.3621447,-97.7301263
4186,30.3612897,-97.6699966
4187,30.3388388,-97.6831826
4190,30.3709498,-97.6930341
4191,30.3169678,-97.6913346
4192,30.3310681,-97.6989004
4194,30.2307849,-97.7053162
4199,30.2916725,-97.6283294
4200,30.2841049,-97.7454838
4201,30.3515981,-97.7134382
4202,30.3508156,-97.6932522
4203,30.2393585,-97.7540569
4205,30.2603508,-97.7210024
4206,30.2006593,-97.7902897
4211,30.2487893,-97.7681523
4212,30.1751705,-97.8232478
4215,30.2565496,-97.7362838
4217,30.2748343,-97.7304558
4218,30.2517975,-97.7239931
4219,30.1580368,-97.8289021
4220,30.2785852,-97.7335425
4222,30.2808266,-97.6885083
4227,30.1667273,-97.7300407
4228,30.2397682,-97.7728329
4229,30.3756617,-97.7254569
4231,30.2741982,-97.7229821
4232,30.2543933,-97.7341147
4234,30.2498791,-97.8031793
4235,30.22642,-97.7700513
4238,30.4304538,-97.757649
4240,30.1824386,-97.7469212
4242,30.2275079,-97.7032453
4246,30.2638938,-97.678209
4247,30.4264114,-97.6703554
4248,30.1753477,-97.7981825
4250,30.224706,-97.6969969
4251,30.2226789,-97.7196713
4252,30.1815335,-97.7831068
4253,30.2422345,-97.8294238
4254,30.2647296,-97.72128
4256,30.3207612,-97.7011252
4257,30.3288542,-97.6742591
4260,30.4486519,-97.7778124
4261,30.1822693,-97.7765566
4262,30.3400093,-97.6992778
4268,30.2869667,-97.7458222
4269,30.4524209,-97.8172672
4270,30.3520615,-97.706915
4272,30.2641362,-97.7347047
4274,30.2025402,-97.7655997
4279,30.2152072,-97.7809511
4280,30.3237152,-97.710115
4284,30.213099,-97.7862667
4286,30.3642781,-97.6940128
4288,30.3241776,-97.6849803
4291,30.2219281,-97.6710681
4292,30.3600773,-97.6969124
4294,30.4569083,-97.8047497
4295,30.2938045,-97.6871068
4296,30.4417991,-97.7798097
4298,30.2814703,-97.7416883
4299,30.2731207,-97.7448435
4302,30.3062216,-97.7408937
4303,30.1709428,-97.7373119
4304,30.2820968,-97.6447346
4307,30.252448,-97.7347531
4308,30.1710466,-97.8250104
4311,30.4052073,-97.7215672
4314,30.3246305,-97.718571
4316,30.1980976,-97.6440483
4318,30.4299608,-97.7133173
4320,30.2720996,-97.6851826
4322,30.2893636,-97.7522992
4323,30.348776,-97.6942467
4326,30.2889757,-97.6712186
4328,30.2517043,-97.7348333
4329,30.2035763,-97.7924484
4333,30.2311712,-97.7602428
4334,30.2353663,-97.7590477
4339,30.296317,-97.7062956
4340,30.2573606,-97.7188212
4341,30.4185894,-97.6907264
4345,30.3176958,-97.7014561
4350,30.2348633,-97.7359041
4351,30.4213206,-97.7456622
4353,30.4168267,-97.6721117
4355,30.2790472,-97.7654597
4356,30.2446437,-97.7835436
4358,30.262862,-97.7580992
4359,30.2980775,-97.7186786
4360,30.2285781,-97.7270719
4362,30.3693821,-97.685566
4363,30.2701171,-97.803083
4364,30.2829534,-97.646891
4368,30.2785334,-97.7708414
4372,30.2609792,-97.7720169
4373,30.1977688,-97.7488126
4374,30.3570547,-97.7312595
4375,30.3022597,-97.715253
4376,30.2500079,-97.7738
4377,30.279968,-97.6846214
4379,30.4040643,-97.7453766
4380,30.2412622,-97.7760274
4381,30.2062842,-97.8093557
4382,30.3721553,-97.7057968
4383,30.3241711,-97.6870634
4384,30.1790924,-97.7655548
4388,30.3300213,-97.7040431
4390,30.3309875,-97.6944447
4391,30.3852739,-97.7689566
4392,30.3290786,-97.7011266
4393,30.3617941,-97.6910551
4394,30.2697444,-97.7436792
4398,30.262833,-97.7197186
4399,30.2892763,-97.6810731
4400,30.3222061,-97.6690781
4401,30.2640218,-97.7181339
4403,30.3000696,-97.7047323
4408,30.2711508,-97.7490377
4411,30.2835706,-97.7410932
4412,30.2727543,-97.7334017
4414,30.2813755,-97.6863193
4415,30.2344676,-97.7360573
4416,30.4781504,-97.7637852
4418,30.2230932,-97.7581777
4420,30.3694977,-97.7266608
4421,30.2893859,-97.7235221
4423,30.2459282,-97.7195426
4425,30.3900778,-97.6726025
4427,30.3438637,-97.7689412
4428,30.2144536,-97.8314074
4433,30.2734632,-97.7049244
4436,30.3347201,-97.7078531
4437,30.3382304,-97.6923568
4439,30.2334088,-97.711624
4440,30.315533,-97.7071769
4445,30.2789531,-97.7197163
4447,30.1825261,-97.7500307
4448,30.2769287,-97.7309285
4449,30.4037409,-97.6511469
4450,30.2631636,-97.7289328
4451,30.330102,-97.6904423
4452,30.1789045,-97.76455
4453,30.2161032,-97.8292619
4454,30.478994,-97.7649821
4455,30.2778806,-97.7328422
4460,30.3286085,-97.7237421
4461,30.2246447,-97.7624372
4462,30.3367549,-97.7068877
4463,30.244209,-97.7591953
4464,30.2301876,-97.6980667
4465,30.2599838,-97.7258059
4467,30.3785547,-97.7262479
4468,30.2265348,-97.7028696
4469,30.2431055,-97.7561584
4470,30.1809924,-97.7770747
4471,30.2297734,-97.7080296
4472,30.2623933,-97.7064234
4479,30.2537412,-97.7035097
4480,30.3939015,-97.7057309
4482,30.2280315,-97.7682539
4483,30.4201874,-97.7041162
4486,30.2431994,-97.7365668
4487,30.3301071,-97.7152266
4488,30.2234735,-97.7050084
4494,30.4241232,-97.7012985
4495,30.373326,-97.7150335
4496,30.3369334,-97.6945516
4499,30.2225627,-97.6876207
4501,30.265759,-97.7302347
4503,30.3642894,-97.71604
4505,30.2524138,-97.7657973
4506,30.4405282,-97.7695845
4508,30.2398491,-97.7300461
4510,30.2714565,-97.735322
4511,30.2872442,-97.7410484
4512,30.412577,-97.7179848
4513,30.2701558,-97.6958857
4516,30.214749,-97.7086184
4517,30.2534628,-97.8012258
4525,30.3292219,-97.7054314
4526,30.3843395,-97.683991
4528,30.3342513,-97.7032303
4531,30.3386169,-97.6728675
4532,30.1850974,-97.7926209
4534,30.2027877,-97.7534216
4539,30.2433012,-97.7269533
4540,30.2795609,-97.7347299
4541,30.1597339,-97.7420059
4544,30.1846872,-97.811661
4545,30.24195,-97.7990125
4547,30.3241402,-97.7058869
4548,30.2039756,-97.7952496
4549,30.2128961,-97.7708598
4551,30.2650205,-97.7350453
4553,30.2225129,-97.8348311
4554,30.2061158,-97.622036
4555,30.2420025,-97.7265195
4560,30.1869703,-97.7438841
4562,30.2813516,-97.6661969
4563,30.1963005,-97.7457016
4564,30.3118785,-97.7584617
4566,30.281264,-97.7454934
4567,30.2610807,-97.7229438
4569,30.1911772,-97.7659523
4570,30.3137283,-97.707692
4571,30.2854001,-97.7013098
4576,30.1854258,-97.8071305
4577,30.377335,-97.7188898
4579,30.4075083,-97.6627193
4580,30.2222541,-97.6922594
4581,30.3053038,-97.7371305
4582,30.226976,-97.7011853
4583,30.3450651,-97.7701523
4584,30.3624779,-97.6908714
4587,30.3362212,-97.7387653
4588,30.2757139,-97.6895895
4589,30.271697,-97.7372801
4591,30.3499086,-97.711112
4592,30.3686964,-97.6819308
4593,30.299421,-97.7030162
4597,30.3955095,-97.7035296
4600,30.3312132,-97.6916452
4602,30.2387226,-97.7627847
4603,30.3126934,-97.7565855
4604,30.2017423,-97.7833396
4607,30.3059795,-97.7146386
4609,30.3244504,-97.70747
4610,30.2157698,-97.8002821
4611,30.2642136,-97.7080088
4613,30.2381476,-97.8550247
4617,30.3706915,-97.680382
4621,30.2665245,-97.6715113
4623,30.1743216,-97.8003935
4625,30.325425,-97.7220623
4626,30.2179343,-97.768085
4627,30.3566318,-97.7261458
4628,30.3157876,-97.7368231
4630,30.2885458,-97.6764787
4631,30.2202407,-97.6923904
4634,30.1908412,-97.764831
4635,30.3372479,-97.7517506
4636,30.3669461,-97.7148134
4638,30.2951237,-97.6307746
4639,30.2436138,-97.7769946
4641,30.2912215,-97.7062093
4643,30.2799396,-97.7199431
4645,30.2074113,-97.7361545
4646,30.399957,-97.6540793
4647,30.308493,-97.7445477
4648,30.4120017,-97.7442718
4650,30.3209544,-97.7069215
4651,30.3232414,-97.7285603
4652,30.2010662,-97.7752328
4654,30.4045695,-97.7447918
4658,30.2308748,-97.7097037
4660,30.3111399,-97.6682297
4661,30.3769834,-97.7281048
4663,30.3473661,-97.7036719
4664,30.3238757,-97.6784988
4665,30.2632876,-97.7143707
4666,30.3956929,-97.7016114
4673,30.32802,-97.6876459
4675,30.3287174,-97.7153246
4676,30.2951053,-97.7463805
4678,30.3237748,-97.8150008
4680,30.1848722,-97.6866107
4682,30.28958,-97.7062318
4684,30.4323284,-97.7619821
4685,30.2621576,-97.7318051
4686,30.240822,-97.7884529
4687,30.1533877,-97.7488916
4688,30.2351027,-97.7998986
4689,30.2020597,-97.7538748
4690,30.3761403,-97.8034702
4692,30.3096502,-97.711087
4693,30.2326227,-97.7880101
4694,30.3690163,-97.6819696
4705,30.2460195,-97.808013
4706,30.2688901,-97.7794971
4709,30.3684004,-97.7075199
4710,30.307157,-97.718832
4711,30.2745363,-97.7719012
4718,30.2342866,-97.6985091
4720,30.4499023,-97.6618492
4721,30.2794328,-97.769607
4722,30.330626,-97.6901109
4723,30.2537405,-97.8632097
4724,30.2673215,-97.7431454
4727,30.2741371,-97.7321508
4728,30.3676457,-97.7008892
4731,30.2724949,-97.7349867
4732,30.2668179,-97.786627
4733,30.2789465,-97.6364404
4735,30.3253023,-97.7533574
4736,30.3980434,-97.6788616
4737,30.3260826,-97.6927971
4739,30.3247711,-97.7559396
4740,30.224105,-97.6830653
4743,30.3309563,-97.698542
4744,30.2917058,-97.6975154
4746,30.3312644,-97.6950681
4748,30.3478206,-97.7034375
4750,30.1399137,-97.7950614
4751,30.1571698,-97.7351878
4754,30.2621173,-97.7361911
4756,30.4028484,-97.7074606
4757,30.1927208,-97.7424984
4758,30.210867,-97.7846726
4759,30.3145817,-97.7344558
4761,30.2489532,-97.7342579
4762,30.2290335,-97.7022663
4763,30.2586834,-97.7338186
4764,30.2817749,-97.7654251
4766,30.2416433,-97.7227945
4768,30.2346033,-97.8756274
4769,30.1721841,-97.7388485
4771,30.3770652,-97.6869538
4772,30.2248832,-97.7628109
4774,30.2888838,-97.669177
4775,30.124029,-97.802619
4778,30.2765137,-97.7151464
4779,30.2844,-97.6792232
4780,30.4076345,-97.7468895
4784,30.3095406,-97.7468463
4785,30.2925276,-97.7281563
4788,30.3384416,-97.707996
4789,30.4447899,-97.7411657
4792,30.2246111,-97.7088445
4793,30.1899782,-97.7604786
4794,30.4424161,-97.668491
4795,30.2632979,-97.7582998
4796,30.3239208,-97.7076651
4799,30.3266213,-97.7298989
4800,30.3582115,-97.7454777
4801,30.201546,-97.8215557
4803,30.1947815,-97.7316815
4804,30.4263455,-97.6689036
4809,30.3537849,-97.677479
4810,30.1963138,-97.7382037
4815,30.2878207,-97.7093696
4816,30.1968275,-97.783482
4817,30.310901,-97.7538946
4818,30.2410119,-97.7277119
4820,30.2429714,-97.7678349
4821,30.3443701,-97.696403
4823,30.3436234,-97.7350052
4824,30.413511,-97.685874
4830,30.3912108,-97.7430217
4831,30.4632976,-97.7937493
4832,30.4290184,-97.7542406
4835,30.3596547,-97.7811249
4836,30.186159,-97.8560542
4841,30.4619262,-97.7919948
4842,30.3081235,-97.6176834
4843,30.180337,-97.8379507
4844,30.3990227,-97.7272999
4845,30.186309,-97.7461369
4846,30.2986802,-97.7174832
4847,30.1962458,-97.7796885
4848,30.2822881,-97.6791101
4850,30.2702423,-97.7509029
4851,30.2086631,-97.7817288
4852,30.2711158,-97.7376474
4857,30.3307345,-97.6943121
4858,30.2719765,-97.6801605
4859,30.2702794,-97.7360032
4860,30.2214877,-97.7571216
4861,30.302684,-97.7327159
4863,30.2346214,-97.7410672
4864,30.368046,-97.694671
4866,30.3076367,-97.7201028
4868,30.1945653,-97.8114633
4870,30.1984234,-97.7478579
4872,30.2317038,-97.7257839
4875,30.2549642,-97.7416584
4877,30.272805,-97.7306182
4880,30.265214,-97.7615439
4881,30.3333828,-97.6224419
4883,30.2074858,-97.7756549
4884,30.2426634,-97.718329
4886,30.3063711,-97.7364583
4887,30.2853654,-97.7759428
4888,30.2912395,-97.6977087
4890,30.2782316,-97.7040784
4891,30.2359175,-97.85022
4892,30.3206564,-97.7013753
4893,30.3225742,-97.7053018
4894,30.1870062,-97.7547959
4897,30.2278675,-97.7450649
4898,30.1003402,-97.8130505
4899,30.2875221,-97.7456806
4900,30.2815149,-97.6731261
4901,30.2349584,-97.7575002
4902,30.3451315,-97.7340957
4903,30.3741764,-97.7239682
4907,30.2583926,-97.722763
4908,30.2591615,-97.7464311
4909,30.3044704,-97.7428362
4910,30.2942344,-97.7411174
4911,30.4373579,-97.7661932
4912,30.3711016,-97.7088737
4913,30.3377991,-97.6966587
4916,30.2807525,-97.6851829
4917,30.3063216,-97.7007297
4918,30.2837674,-97.7542552
4919,30.1943781,-97.7748558
4925,30.2335142,-97.7155677
4928,30.2938491,-97.7869312
4930,30.4597803,-97.8018456
4931,30.2116429,-97.8591594
4932,30.4003429,-97.7042449
4934,30.2168623,-97.7980905
4935,30.3472711,-97.6959654
4937,30.4428378,-97.7815598
4938,30.3075437,-97.7356913
4939,30.2051843,-97.8062972
4940,30.2309228,-97.6970362
4941,30.3199914,-97.7552811
4942,30.2725055,-97.746251
4943,30.4252785,-97.6958114
4946,30.1871759,-97.755434
4947,30.2715548,-97.7502531
4952,30.3787184,-97.7321437
4953,30.2741301,-97.7545317
4954,30.2401256,-97.7511793
4956,30.246068,-97.7265428
4957,30.2739602,-97.7531959
4958,30.3256559,-97.7229976
4959,30.1951175,-97.6840853
4960,30.411541,-97.6733365
4961,30.2684361,-97.7517656
4963,30.3873835,-97.7394064
4967,30.2815262,-97.7162843
4971,30.3264062,-97.6930197
4972,30.3571294,-97.6819951
4973,30.2943787,-97.6873414
4974,30.2288654,-97.698505
4975,30.3593197,-97.7298378
4976,30.2762311,-97.689062
4981,30.3245213,-97.6811188
4982,30.2536565,-97.7534501
4985,30.3145378,-97.7082723
4986,30.2483481,-97.762747
4987,30.2686983,-97.7535836
4988,30.2552824,-97.7781747
4989,30.2765362,-97.7606656
4992,30.2210216,-97.669272
4993,30.2568419,-97.7711541
4995,30.2601657,-97.7140911
4997,30.2520575,-97.7377416
5001,30.3197704,-97.658173
5003,30.2482823,-97.7780178
5004,30.2329673,-97.7603818
5005,30.4178768,-97.7459229
5007,30.3636514,-97.6848257
5014,30.3411423,-97.802793
5019,30.3340566,-97.7043327
5023,30.2689396,-97.7441381
5026,30.1954625,-97.8109365
5027,30.2772632,-97.7507278
5030,30.3971721,-97.6715881
5032,30.2467916,-97.729935
5033,30.2728445,-97.7436975
5036,30.209736,-97.8177456
5039,30.2767308,-97.746011
5041,30.3971133,-97.6519849
5048,30.2362441,-97.8254804
5052,30.3364079,-97.7402474
5054,30.2421002,-97.6970257
5055,30.1859208,-97.6879781
5056,30.2709081,-97.7274152
5058,30.486885,-97.8042074
5059,30.1682035,-97.7857755
5060,30.3706136,-97.7173021
5064,30.3653397,-97.6845383
5066,30.4032739,-97.7449186
5068,30.3723542,-97.6876445
5070,30.360672,-97.684657
5072,30.2568009,-97.7517091
5075,30.4019377,-97.6785767
5079,30.263321,-97.7354649
5080,30.3374567,-97.7421946
5081,30.232875,-97.7660633
5082,30.2409551,-97.7187174
5089,30.3355366,-97.7359237
5091,30.2933275,-97.6630483
5092,30.2004838,-97.8076835
5096,30.3153221,-97.714477
5099,30.4058126,-97.7443745
5101,30.3303167,-97.6880521
5102,30.2713654,-97.7505402
5105,30.2738349,-97.7531168
5106,30.2120641,-97.7377395
5108,30.2726479,-97.7463581
5110,30.2724497,-97.7497539
5111,30.2695095,-97.6695627
5113,30.3421386,-97.7540963
5115,30.1627197,-97.7916076
5116,30.3546031,-97.6103871
5117,30.4063215,-97.7121383
5118,30.3625743,-97.6838118
5119,30.2722038,-97.7502484
5120,30.2700692,-97.7375742
5121,30.286142,-97.6848544
5123,30.2535312,-97.7652829
5124,30.1764183,-97.779956
5126,30.3508835,-97.6764299
5129,30.3987014,-97.725297
5130,30.2034692,-97.7611832
5131,30.2650232,-97.7343671
5134,30.4065268,-97.6739921
5140,30.2544123,-97.7481012
5142,30.2865495,-97.6830146
5144,30.4454252,-97.6669095
5146,30.156816,-97.6675603
5147,30.4183428,-97.8468506
5148,30.404258,-97.7269553
5149,30.2810428,-97.6921879
5153,30.3780296,-97.676659
5155,30.3552699,-97.7052356
5157,30.2599747,-97.7035586
5158,30.2733896,-97.7521781
5159,30.2089948,-97.8348166
5161,30.2238656,-97.6826633
5162,30.3552826,-97.6982137
5165,30.2748506,-97.7004282
5167,30.1090392,-97.808993
5168,30.2705289,-97.7369122
5171,30.1979613,-97.7842088
5173,30.2728329,-97.713364
5174,30.371387,-97.719216
5175,30.2278641,-97.7017059
5176,30.1627819,-97.832881
5177,30.3072596,-97.6840435
5180,30.3491836,-97.7978792
5181,30.1943474,-97.7689202
5184,30.1879795,-97.8021883
5185,30.4262107,-97.755636
5186,30.3585019,-97.7060546
5187,30.3302914,-97.637323
5189,30.2346096,-97.7936116
5190,30.3029073,-97.6889175
5191,30.2224377,-97.6863636
5192,30.3769892,-97.6768907
5193,30.1851004,-97.7931906
5194,30.2964598,-97.6993126
5198,30.2737478,-97.7196417
5200,30.3125882,-97.7111181
5202,30.2355377,-97.7398643
5203,30.4453373,-97.6643978
5204,30.223731,-97.7617268
5205,30.3521157,-97.7121144
5208,30.2583648,-97.7280167
5210,30.3728126,-97.7011034
5214,30.1848447,-97.7744117
5215,30.190565,-97.7487837
5217,30.3004324,-97.7280253
5218,30.2668212,-97.7205327
5220,30.3271993,-97.6938699
5223,30.357494,-97.7021018
5224,30.3249502,-97.6928376
5225,30.3822886,-97.6825722
5227,30.3350781,-97.7034456
5228,30.3092203,-97.6533302
5229,30.3902777,-97.7222254
5232,30.2383059,-97.7278673
5233,30.2908964,-97.7471589
5239,30.2763685,-97.7601218
5240,30.3348016,-97.6580416
5242,30.2152131,-97.8551919
5243,30.3129974,-97.7321431
5245,30.3024509,-97.68893
5246,30.2961546,-97.7465838
5248,30.35029,-97.7116091
5249,30.22009,-97.7504038
5252,30.2810118,-97.7670077
5254,30.2266953,-97.7871624
5255,30.2125246,-97.8146551
5256,30.3812692,-97.6804907
5260,30.2707486,-97.7581613
5262,30.249426,-97.6896186
5264,30.2322631,-97.6993498
5267,30.2728993,-97.6876798
5270,30.2950538,-97.7602163
5272,30.4196691,-97.6961489
5273,30.3663047,-97.71681
5274,30.2725153,-97.7315196
5275,30.2639879,-97.7343095
5276,30.2349811,-97.7235669
