Label,Latitude,Longitude
675,30.1851317,-97.752671
677,30.2218311,-97.6946874
679,30.2614446,-97.7875006
681,30.3674472,-97.6959117
682,30.1880887,-97.7696656
683,30.3092192,-97.7236609
684,30.2119474,-97.6596136
688,30.3704994,-97.6800035
689,30.4677748,-97.8040359
690,30.4358792,-97.669332
691,30.229214,-97.7451428
692,30.2966881,-97.731635
693,30.3433916,-97.7011197
694,30.2355622,-97.7310391
695,30.1880171,-97.8479084
696,30.2684742,-97.7465618
704,30.4257529,-97.7017682
706,30.4430545,-97.7816683
707,30.1534943,-97.7908723
709,30.1751758,-97.8162331
710,30.3339771,-97.697781
713,30.3565612,-97.7306575
715,30.3613899,-97.6861279
717,30.1773238,-97.7422053
726,30.3794156,-97.6579872
727,30.3451575,-97.6983095
731,30.3373211,-97.6954796
734,30.2315784,-97.7870843
738,30.3198351,-97.6895315
739,30.3300578,-97.7152343
740,30.1866385,-97.7440703
741,30.2720863,-97.7748243
743,30.4276204,-97.7144092
744,30.2227068,-97.7696273
746,30.3397827,-97.7180398
751,30.2045734,-97.6387446
753,30.2379525,-97.8751621
756,30.3641865,-97.6171674
757,30.2888994,-97.7032205
763,30.4394008,-97.6677936
765,30.3196655,-97.6685903
768,30.461438,-97.7582431
769,30.2242537,-97.7606361
770,30.286882,-97.6889889
771,30.307661,-97.7149575
772,30.3997698,-97.7043303
776,30.1700232,-97.7854458
777,30.2605539,-97.7095435
778,30.398335,-97.6793929
780,30.2068475,-97.6422531
781,30.4264004,-97.7014236
782,30.2354407,-97.738337
783,30.2838586,-97.7086249
784,30.333536,-97.7036271
787,30.191962,-97.7896986
790,30.328877,-97.7255832
791,30.4020577,-97.7484415
792,30.2713081,-97.76
799,30.2397821,-97.7540615
802,30.2385482,-97.7282884
804,30.3821819,-97.6731661
805,30.2519023,-97.7481589
807,30.3151657,-97.6845112
809,30.3361537,-97.7204084
810,30.2713815,-97.7521589
817,30.2374256,-97.7631201
818,30.1735743,-97.7389093
819,30.2301395,-97.7969027
820,30.382605,-97.6534542
822,30.1997491,-97.7871126
826,30.2247384,-97.7660135
827,30.4411833,-97.7475349
828,30.2601894,-97.7495307
831,30.2902362,-97.673507
832,30.320241,-97.7070075
836,30.3567459,-97.7476768
837,30.3586275,-97.6896797
840,30.305786,-97.7132491
844,30.2296064,-97.7277346
846,30.1580341,-97.7898541
848,30.2861933,-97.7414442
849,30.4734541,-97.7624784
851,30.3310708,-97.7389546
853,30.2946405,-97.7599041
856,30.2210474,-97.7944337
858,30.2628327,-97.7459969
859,30.1988182,-97.7877419
860,30.1969957,-97.7413168
865,30.2349101,-97.874701
867,30.2195642,-97.7757341
868,30.2727592,-97.7738147
869,30.2313719,-97.78486
873,30.177517,-97.8000945
875,30.35641,-97.6750122
876,30.2308776,-97.700322
877,30.2821548,-97.7609151
879,30.261599,-97.7520561
881,30.2675583,-97.7321602
882,30.3463227,-97.7138384
884,30.2579099,-97.8783733
889,30.1756009,-97.8086282
890,30.2397129,-97.7902179
891,30.2719404,-97.7609433
893,30.2564504,-97.7360014
899,30.4822113,-97.7937111
902,30.2687641,-97.7238261
903,30.2364986,-97.7397783
904,30.241564,-97.6997043
906,30.2026112,-97.7482176
908,30.4723719,-97.7890648
912,30.3458149,-97.7043452
913,30.3703134,-97.7264675
915,30.1693482,-97.7860777
916,30.3511243,-97.705469
920,30.2891094,-97.664157
921,30.441685,-97.6591281
924,30.3048746,-97.6458466
925,30.3105742,-97.7518683
928,30.3465227,-97.7139344
930,30.3560653,-97.7314289
931,30.3955678,-97.738815
937,30.2529612,-97.8059117
938,30.2710164,-97.7300359
939,30.3098075,-97.7512199
940,30.2280539,-97.7685478
941,30.3026396,-97.7574879
942,30.3009192,-97.7572834
947,30.3336445,-97.7023464
948,30.2253507,-97.6839876
949,30.2757439,-97.7209566
952,30.2030062,-97.7996288
957,30.2585535,-97.7335148
960,30.245227,-97.7993574
964,30.2952286,-97.719377
967,30.4017972,-97.6539552
968,30.1969355,-97.8402259
970,30.4155396,-97.6898136
972,30.3776091,-97.6753446
975,30.2161851,-97.7994478
976,30.3873298,-97.6486942
981,30.1760064,-97.8222543
982,30.4070884,-97.7152144
983,30.2857017,-97.6971152
984,30.2958281,-97.629354
985,30.2276118,-97.7617248
987,30.3545232,-97.6911147
989,30.2302012,-97.7807671
990,30.3331234,-97.7048305
992,30.2968168,-97.7416502
994,30.176411,-97.8257765
995,30.3007747,-97.6738505
996,30.4795561,-97.8021579
998,30.3761758,-97.6777188
1000,30.4043287,-97.7224509
1001,30.4225168,-97.7033005
1002,30.1929269,-97.738282
1003,30.3041326,-97.7143052
1004,30.3251442,-97.706966
1005,30.3617364,-97.7365756
1007,30.2719417,-97.6917905
1010,30.4660658,-97.7938129
1012,30.2768574,-97.7511981
1013,30.4272697,-97.7504409
1015,30.3105223,-97.651671
1017,30.2677797,-97.737246
1019,30.3258166,-97.7087771
1022,30.2331146,-97.6988958
1023,30.3434839,-97.7011933
1026,30.2846512,-97.6758158
1027,30.2831104,-97.7134558
1035,30.4695075,-97.7870576
1036,30.316618,-97.6803882
1037,30.2640519,-97.73055
1038,30.2546543,-97.7402062
1039,30.2111476,-97.7816379
1040,30.2501806,-97.7754269
1041,30.4279891,-97.7644941
1042,30.2831452,-97.7412757
1043,30.2222496,-97.720063
1044,30.2656358,-97.743837
1048,30.3740832,-97.7364526
1049,30.3698892,-97.7275161
1050,30.4364305,-97.7686429
1051,30.4421027,-97.6970047
1053,30.3773503,-97.7002721
1054,30.2671066,-97.723741
1056,30.2224258,-97.7056862
1060,30.3367019,-97.699479
1062,30.303321,-97.7125427
1071,30.3701167,-97.7273419
1072,30.2015174,-97.7756483
1076,30.2361064,-97.7409228
1077,30.297854,-97.7456128
1080,30.2457231,-97.8818128
1081,30.2330693,-97.7429301
1083,30.380179,-97.7095942
1084,30.2712058,-97.74114
1087,30.1890678,-97.7899363
1089,30.3530023,-97.7002137
1093,30.2136944,-97.7703415
1094,30.3533237,-97.7024756
1095,30.3148907,-97.7088491
1097,30.2291071,-97.7693655
1098,30.1739951,-97.7820174
1099,30.2989047,-97.7247195
1101,30.2460247,-97.8431242
1103,30.4061869,-97.6666271
1104,30.3229658,-97.7151667
1105,30.3663835,-97.7150094
1107,30.3499367,-97.6979919
1109,30.2853972,-97.7035822
1115,30.3254647,-97.6783282
1117,30.258672,-97.7120627
1119,30.2361166,-97.8686428
1123,30.2561776,-97.7115348
1124,30.3381913,-97.7014233
1130,30.2116657,-97.803873
1131,30.442167,-97.6977235
1136,30.3752428,-97.6911465
1138,30.2909098,-97.7282602
1139,30.3424953,-97.5894764
1140,30.210997,-97.7802897
1146,30.2246668,-97.7749403
1150,30.2304192,-97.7097477
1151,30.2809065,-97.7008017
1152,30.3374041,-97.8054213
1153,30.3678103,-97.7889114
1154,30.3161954,-97.7379438
1158,30.2397258,-97.7479939
1159,30.2696294,-97.7336538
1161,30.2411675,-97.7529285
1164,30.2303254,-97.7424335
1165,30.2168021,-97.7113685
1168,30.3220517,-97.7091997
1169,30.2969533,-97.6279342
1170,30.2841804,-97.6501876
1171,30.2228009,-97.7054701
1172,30.2300483,-97.7442337
1173,30.2330306,-97.7894374
1175,30.2884614,-97.6685738
1183,30.3070034,-97.7150831
1184,30.2291302,-97.7684591
1186,30.2177296,-97.7392182
1187,30.393723,-97.6713216
1188,30.2806766,-97.689368
1190,30.3742841,-97.7000323
1193,30.2180889,-97.6987514
1196,30.3054281,-97.6454825
1202,30.3742003,-97.6800825
1204,30.2844643,-97.7502119
1206,30.3326454,-97.7060674
1207,30.3319666,-97.7056928
1208,30.3528969,-97.714811
1212,30.2303369,-97.7601922
1213,30.2773727,-97.7035029
1215,30.2504009,-97.7689712
1216,30.2937267,-97.7211228
1222,30.3571616,-97.6843506
1223,30.2522694,-97.7388352
1226,30.3730643,-97.700903
1227,30.2200015,-97.6824083
1231,30.372898,-97.7214239
1233,30.3518718,-97.7022203
1235,30.3945565,-97.732205
1237,30.1694977,-97.7357649
1243,30.2131087,-97.8499165
1244,30.2223548,-97.7062487
1245,30.2349738,-97.7915907
1248,30.3842856,-97.6856421
1251,30.2689636,-97.7525563
1252,30.2745052,-97.7302333
1253,30.3505036,-97.7116952
1255,30.195738,-97.7790497
1256,30.3757059,-97.6627721
1257,30.1946944,-97.7756832
1263,30.2644576,-97.7474647
1265,30.2574801,-97.7338827
1266,30.2551453,-97.7566354
1268,30.2224296,-97.6926346
1270,30.2892338,-97.6722542
1272,30.3363457,-97.608074
1273,30.3101614,-97.6763433
1274,30.2166061,-97.7951521
1277,30.3118465,-97.708206
1279,30.257949,-97.6861315
1281,30.3781542,-97.6308776
1286,30.3994938,-97.7450011
1288,30.3303223,-97.6763493
1289,30.2814221,-97.7269666
1294,30.4546038,-97.7911149
1298,30.2188039,-97.6622297
1299,30.3755285,-97.6980792
1305,30.2538394,-97.8570772
1309,30.2299813,-97.7142888
1311,30.2068857,-97.6824547
1317,30.268047,-97.7308954
1319,30.2083406,-97.7734252
1322,30.3325315,-97.722707
1324,30.4005199,-97.7165382
1325,30.2760036,-97.7175114
1326,30.3750832,-97.7522001
1327,30.3177703,-97.7408814
1329,30.1975321,-97.7392824
1330,30.4005019,-97.7180807
1331,30.3407493,-97.7186383
1332,30.2780126,-97.7155493
1333,30.4803718,-97.7649771
1334,30.2703512,-97.6852242
1336,30.229547,-97.769357
1337,30.2751106,-97.7011689
1343,30.2334165,-97.7245277
1345,30.4782904,-97.7665187
1347,30.1995622,-97.7890584
1350,30.3721323,-97.6823597
1351,30.372819,-97.7256543
1352,30.258003,-97.7137822
1353,30.2820991,-97.6828706
1355,30.2823577,-97.7296952
1358,30.3233258,-97.6912873
1361,30.2153667,-97.7623896
1363,30.234765,-97.7197116
1365,30.2320205,-97.7772445
1366,30.3100189,-97.6520622
1369,30.3528144,-97.7184539
1371,30.2756385,-97.6811499
1373,30.2601349,-97.7235017
1374,30.2148533,-97.7043182
1376,30.3731416,-97.7575461
1381,30.2216524,-97.7830801
1384,30.3277728,-97.7031691
1386,30.2353355,-97.7646391
1388,30.4199583,-97.703675
1390,30.3004295,-97.7166751
1391,30.2886136,-97.6641232
1392,30.3220784,-97.6958931
1393,30.271951,-97.7240568
1397,30.3556378,-97.7976937
1407,30.3437816,-97.7139835
1409,30.4047365,-97.7166839
1410,30.3594867,-97.7601911
1412,30.3718692,-97.6822686
1413,30.2746013,-97.7313081
1414,30.3316772,-97.6925393
1415,30.2792057,-97.7447659
1418,30.2826136,-97.7705017
1420,30.1895733,-97.743941
1421,30.2916198,-97.7069908
1422,30.2738544,-97.63182
1424,30.245915,-97.8342415
1426,30.2475018,-97.779011
1430,30.2719595,-97.7263665
1436,30.3743322,-97.7148729
1438,30.2673773,-97.6951916
1444,30.2722094,-97.7158271
1445,30.2831324,-97.7208676
1446,30.2148642,-97.7521744
1449,30.2696863,-97.7325274
1453,30.2903858,-97.7230577
1454,30.3461945,-97.7514573
1455,30.3475188,-97.7069625
1457,30.3736271,-97.7877905
1459,30.2687677,-97.7329324
1462,30.3069394,-97.6997398
1464,30.3026342,-97.6826205
1465,30.4139057,-97.6628436
1467,30.2106214,-97.7540009
1469,30.3693886,-97.709707
1471,30.4452148,-97.667109
1474,30.319378,-97.7129498
1475,30.3642021,-97.7405817
1476,30.472434,-97.7963725
1480,30.1253471,-97.8020941
1481,30.2752976,-97.6737253
1483,30.3602712,-97.7000565
1484,30.4653213,-97.784279
1485,30.1999052,-97.7360017
1487,30.2695177,-97.6834885
1490,30.3292463,-97.6908272
1493,30.2780878,-97.7301779
1494,30.4201679,-97.7467404
1495,30.2698172,-97.6862687
1497,30.2611323,-97.7346842
1498,30.2096211,-97.805209
1500,30.268717,-97.7336879
1501,30.3829949,-97.6830763
1502,30.2510464,-97.7346736
1504,30.1916988,-97.7403793
1506,30.2060597,-97.7580206
1507,30.4122992,-97.6829973
1508,30.1947487,-97.7741336
1509,30.4450765,-97.7745075
1510,30.2759759,-97.7617991
1511,30.2161196,-97.7110766
1512,30.3380034,-97.7388981
1513,30.3914061,-97.7449295
1514,30.2084145,-97.7576348
1516,30.2192373,-97.7365301
1517,30.3706768,-97.7055928
1520,30.2516299,-97.6871284
1521,30.3649177,-97.6951562
1523,30.4057965,-97.7160618
1524,30.4104276,-97.6961479
1525,30.2022186,-97.6335034
1527,30.3397929,-97.6965091
1530,30.4522669,-97.6575836
1531,30.2633111,-97.7125609
1533,30.4032594,-97.7254561
1537,30.3952896,-97.745336
1540,30.3685647,-97.6858073
1541,30.3071813,-97.7165206
1542,30.289886,-97.7002367
1548,30.2153735,-97.7532881
1549,30.1956905,-97.7393413
1554,30.3552696,-97.7328806
1556,30.1965445,-97.7664303
1558,30.362211,-97.7444063
1559,30.3647295,-97.6957671
1561,30.3363382,-97.6987755
1566,30.2531718,-97.69174
1568,30.2717336,-97.7483408
1569,30.3485933,-97.6994081
1572,30.3575338,-97.6891959
1573,30.19256,-97.7480148
1574,30.3200019,-97.6637368
1575,30.1910945,-97.7656696
1576,30.2350524,-97.7160074
1584,30.2673936,-97.7430357
1585,30.2591866,-97.7028196
1589,30.2041603,-97.6660449
1592,30.3692082,-97.7414177
1600,30.2650012,-97.7662895
1601,30.274917,-97.7188496
1603,30.253805,-97.7535855
1605,30.2583606,-97.7263218
1606,30.3899467,-97.6487515
1607,30.1858807,-97.7794622
1609,30.2141301,-97.7117038
1611,30.3675093,-97.6845104
1615,30.2359026,-97.6931056
1617,30.2518784,-97.7352848
1618,30.2719898,-97.7169263
1619,30.3002947,-97.7342478
1620,30.1449793,-97.8007257
1622,30.2481263,-97.7446296
1624,30.2057382,-97.7718856
1625,30.290816,-97.7504
1631,30.1971543,-97.7655655
1636,30.4422549,-97.7440717
1639,30.2669222,-97.7641567
1645,30.211946,-97.7707963
1647,30.3345105,-97.6840245
1648,30.3312097,-97.7270896
1649,30.3427793,-97.7006322
1657,30.3562536,-97.7062648
1658,30.3348703,-97.7339917
1660,30.2809276,-97.6759722
1666,30.3290151,-97.6892197
1667,30.3294265,-97.6870334
1668,30.4052329,-97.6992726
1669,30.4433913,-97.668299
1675,30.3832494,-97.6848807
1676,30.2885671,-97.680164
1677,30.2146364,-97.8048656
1678,30.3809262,-97.7111632
1683,30.314165,-97.6931993
1684,30.1977193,-97.7882173
1685,30.2346926,-97.7007311
1687,30.3273166,-97.693017
1688,30.2570123,-97.6832614
1691,30.3698621,-97.6801764
1692,30.3666564,-97.6947724
1694,30.287102,-97.6798049
1695,30.2183613,-97.7577053
1696,30.2098204,-97.8596336
1697,30.3019397,-97.7158798
1698,30.2198348,-97.6824604
1701,30.2816062,-97.7231779
1703,30.2178029,-97.7338832
1707,30.4537354,-97.7732998
1710,30.4695172,-97.8029932
1711,30.2418887,-97.7156796
1716,30.2020408,-97.7745927
1722,30.318677,-97.6646992
1724,30.2220676,-97.7490461
1726,30.4149812,-97.6880772
1727,30.2087888,-97.7868015
1730,30.3762836,-97.7009674
1733,30.3645366,-97.7090206
1735,30.2969718,-97.718138
1737,30.3717675,-97.8006953
1741,30.2852105,-97.6999808
1742,30.1960107,-97.750962
1743,30.4126009,-97.7110695
1746,30.3980186,-97.7239067
1747,30.1899099,-97.7401898
1749,30.3788942,-97.6753758
1754,30.1935916,-97.769089
1755,30.1781225,-97.7796293
1757,30.2338178,-97.786699
1758,30.2698815,-97.6803353
1759,30.2121384,-97.7128947
1761,30.1964075,-97.7880872
1764,30.1911713,-97.7659303
1767,30.3176068,-97.7345708
1768,30.2155024,-97.6582326
1770,30.1762953,-97.8042385
1771,30.308725,-97.6846848
1772,30.3584632,-97.7145172
1773,30.3173563,-97.6558401
1774,30.2770818,-97.6888359
1781,30.2878586,-97.6778256
1782,30.4141928,-97.6909263
1783,30.1763247,-97.787543
1786,30.2192716,-97.7950346
1787,30.2887278,-97.6750412
1788,30.3514603,-97.7486652
1790,30.2948928,-97.7147841
1792,30.2203976,-97.6878637
1793,30.2102867,-97.7144745
1795,30.2430503,-97.6882758
1804,30.3197554,-97.68967
1805,30.2093784,-97.6379614
1807,30.2759393,-97.7190754
1809,30.2054737,-97.6680954
1810,30.2010849,-97.7635296
1813,30.2035317,-97.8065937
1814,30.3049026,-97.6801967
1817,30.1688819,-97.7393075
1819,30.2953622,-97.6994376
1820,30.32119,-97.6908132
1821,30.2206383,-97.794606
1823,30.2327452,-97.7326353
1826,30.2477386,-97.8018859
1827,30.4182821,-97.7257224
1829,30.3059088,-97.7562088
1831,30.235128,-97.7229485
1833,30.2023825,-97.7981317
1836,30.3162373,-97.6778118
1839,30.2693548,-97.7429102
1840,30.3924994,-97.7030755
1843,30.2790149,-97.7650803
1844,30.2623935,-97.7529917
1845,30.2634209,-97.7762516
1847,30.4573822,-97.8015785
1850,30.3380883,-97.7152003
1852,30.1825796,-97.8351862
1855,30.1964366,-97.7780877
1857,30.3213616,-97.6976817
1859,30.3306231,-97.7038841
1860,30.3310172,-97.7265495
1861,30.2353278,-97.7220878
1862,30.2393638,-97.7382538
1864,30.3153665,-97.7064301
1865,30.3104928,-97.6697787
1866,30.2383421,-97.7318131
1869,30.2804961,-97.6846227
1873,30.2271882,-97.7789053
1876,30.3372605,-97.7161454
1883,30.3326969,-97.7061612
1890,30.3224495,-97.6662339
1894,30.2158045,-97.6578157
1895,30.3297053,-97.6901456
1896,30.1957391,-97.7489493
1897,30.2641815,-97.7075186
1900,30.2918711,-97.6321366
1904,30.3145399,-97.6645473
1905,30.261867,-97.7184774
1910,30.3415055,-97.7125644
1911,30.2491251,-97.7344592
1913,30.2387539,-97.7551754
1916,30.317982,-97.6718894
1917,30.2047495,-97.8824092
1920,30.2904816,-97.7283034
1921,30.4415789,-97.6972127
1922,30.354288,-97.6990718
1923,30.2655645,-97.7435759
1925,30.1842644,-97.8348419
1926,30.3498889,-97.5654273
1927,30.257016,-97.7202657
1928,30.2779221,-97.7633887
1931,30.2085478,-97.8559741
1935,30.2681422,-97.7817158
1936,30.2861081,-97.7432149
1938,30.2289537,-97.7033327
1941,30.309585,-97.6647477
1942,30.2956705,-97.7423593
1944,30.1948502,-97.7434798
1949,30.3021358,-97.6881843
1950,30.3818832,-97.6818538
1951,30.4311941,-97.8418281
1954,30.3636743,-97.7045213
1956,30.2182445,-97.7426467
1960,30.4109321,-97.7041116
1963,30.2134518,-97.7703131
1965,30.3321351,-97.6587687
1966,30.2475762,-97.7507583
1968,30.2533518,-97.7481581
1969,30.2678889,-97.7378831
1970,30.3291114,-97.6934941
1972,30.3796464,-97.6767667
1975,30.2412661,-97.7818811
1976,30.2208015,-97.668081
1977,30.2950956,-97.7328506
1978,30.2400448,-97.7879539
1980,30.2955767,-97.7245844
1981,30.2507306,-97.7690923
1983,30.268568,-97.7290626
1988,30.3303929,-97.6893468
1991,30.3106062,-97.6604305
1994,30.27198,-97.7428366
1997,30.3492999,-97.6939121
1998,30.2643907,-97.7886333
1999,30.1939599,-97.7771876
2003,30.2117248,-97.7870091
2004,30.2872046,-97.6847651
2005,30.2335017,-97.7587807
2006,30.2133435,-97.8240071
2007,30.3090479,-97.717554
2008,30.1813678,-97.8397538
2009,30.3286964,-97.6746059
2011,30.3517933,-97.7341128
